TimeKey,FullTime,Hour,Hour12,AMPM,TimeOfDay,BusinessPeriod
300,00:03:00,0,12,AM,Night,Late Night
301,00:03:01,0,12,AM,Night,Late Night
302,00:03:02,0,12,AM,Night,Late Night
303,00:03:03,0,12,AM,Night,Late Night
304,00:03:04,0,12,AM,Night,Late Night
305,00:03:05,0,12,AM,Night,Late Night
306,00:03:06,0,12,AM,Night,Late Night
307,00:03:07,0,12,AM,Night,Late Night
308,00:03:08,0,12,AM,Night,Late Night
309,00:03:09,0,12,AM,Night,Late Night
310,00:03:10,0,12,AM,Night,Late Night
311,00:03:11,0,12,AM,Night,Late Night
312,00:03:12,0,12,AM,Night,Late Night
313,00:03:13,0,12,AM,Night,Late Night
314,00:03:14,0,12,AM,Night,Late Night
315,00:03:15,0,12,AM,Night,Late Night
316,00:03:16,0,12,AM,Night,Late Night
317,00:03:17,0,12,AM,Night,Late Night
318,00:03:18,0,12,AM,Night,Late Night
319,00:03:19,0,12,AM,Night,Late Night
320,00:03:20,0,12,AM,Night,Late Night
321,00:03:21,0,12,AM,Night,Late Night
322,00:03:22,0,12,AM,Night,Late Night
323,00:03:23,0,12,AM,Night,Late Night
324,00:03:24,0,12,AM,Night,Late Night
325,00:03:25,0,12,AM,Night,Late Night
326,00:03:26,0,12,AM,Night,Late Night
327,00:03:27,0,12,AM,Night,Late Night
328,00:03:28,0,12,AM,Night,Late Night
329,00:03:29,0,12,AM,Night,Late Night
330,00:03:30,0,12,AM,Night,Late Night
331,00:03:31,0,12,AM,Night,Late Night
332,00:03:32,0,12,AM,Night,Late Night
333,00:03:33,0,12,AM,Night,Late Night
334,00:03:34,0,12,AM,Night,Late Night
335,00:03:35,0,12,AM,Night,Late Night
336,00:03:36,0,12,AM,Night,Late Night
337,00:03:37,0,12,AM,Night,Late Night
338,00:03:38,0,12,AM,Night,Late Night
339,00:03:39,0,12,AM,Night,Late Night
340,00:03:40,0,12,AM,Night,Late Night
341,00:03:41,0,12,AM,Night,Late Night
342,00:03:42,0,12,AM,Night,Late Night
343,00:03:43,0,12,AM,Night,Late Night
344,00:03:44,0,12,AM,Night,Late Night
345,00:03:45,0,12,AM,Night,Late Night
346,00:03:46,0,12,AM,Night,Late Night
347,00:03:47,0,12,AM,Night,Late Night
348,00:03:48,0,12,AM,Night,Late Night
349,00:03:49,0,12,AM,Night,Late Night
350,00:03:50,0,12,AM,Night,Late Night
351,00:03:51,0,12,AM,Night,Late Night
352,00:03:52,0,12,AM,Night,Late Night
353,00:03:53,0,12,AM,Night,Late Night
354,00:03:54,0,12,AM,Night,Late Night
355,00:03:55,0,12,AM,Night,Late Night
356,00:03:56,0,12,AM,Night,Late Night
357,00:03:57,0,12,AM,Night,Late Night
358,00:03:58,0,12,AM,Night,Late Night
359,00:03:59,0,12,AM,Night,Late Night
400,00:04:00,0,12,AM,Night,Late Night
401,00:04:01,0,12,AM,Night,Late Night
402,00:04:02,0,12,AM,Night,Late Night
403,00:04:03,0,12,AM,Night,Late Night
404,00:04:04,0,12,AM,Night,Late Night
405,00:04:05,0,12,AM,Night,Late Night
406,00:04:06,0,12,AM,Night,Late Night
407,00:04:07,0,12,AM,Night,Late Night
408,00:04:08,0,12,AM,Night,Late Night
409,00:04:09,0,12,AM,Night,Late Night
410,00:04:10,0,12,AM,Night,Late Night
411,00:04:11,0,12,AM,Night,Late Night
412,00:04:12,0,12,AM,Night,Late Night
413,00:04:13,0,12,AM,Night,Late Night
414,00:04:14,0,12,AM,Night,Late Night
415,00:04:15,0,12,AM,Night,Late Night
416,00:04:16,0,12,AM,Night,Late Night
417,00:04:17,0,12,AM,Night,Late Night
418,00:04:18,0,12,AM,Night,Late Night
419,00:04:19,0,12,AM,Night,Late Night
420,00:04:20,0,12,AM,Night,Late Night
421,00:04:21,0,12,AM,Night,Late Night
422,00:04:22,0,12,AM,Night,Late Night
423,00:04:23,0,12,AM,Night,Late Night
424,00:04:24,0,12,AM,Night,Late Night
425,00:04:25,0,12,AM,Night,Late Night
426,00:04:26,0,12,AM,Night,Late Night
427,00:04:27,0,12,AM,Night,Late Night
428,00:04:28,0,12,AM,Night,Late Night
429,00:04:29,0,12,AM,Night,Late Night
430,00:04:30,0,12,AM,Night,Late Night
431,00:04:31,0,12,AM,Night,Late Night
432,00:04:32,0,12,AM,Night,Late Night
433,00:04:33,0,12,AM,Night,Late Night
434,00:04:34,0,12,AM,Night,Late Night
435,00:04:35,0,12,AM,Night,Late Night
436,00:04:36,0,12,AM,Night,Late Night
437,00:04:37,0,12,AM,Night,Late Night
438,00:04:38,0,12,AM,Night,Late Night
439,00:04:39,0,12,AM,Night,Late Night
440,00:04:40,0,12,AM,Night,Late Night
441,00:04:41,0,12,AM,Night,Late Night
442,00:04:42,0,12,AM,Night,Late Night
443,00:04:43,0,12,AM,Night,Late Night
444,00:04:44,0,12,AM,Night,Late Night
445,00:04:45,0,12,AM,Night,Late Night
446,00:04:46,0,12,AM,Night,Late Night
447,00:04:47,0,12,AM,Night,Late Night
448,00:04:48,0,12,AM,Night,Late Night
449,00:04:49,0,12,AM,Night,Late Night
450,00:04:50,0,12,AM,Night,Late Night
451,00:04:51,0,12,AM,Night,Late Night
452,00:04:52,0,12,AM,Night,Late Night
453,00:04:53,0,12,AM,Night,Late Night
454,00:04:54,0,12,AM,Night,Late Night
455,00:04:55,0,12,AM,Night,Late Night
456,00:04:56,0,12,AM,Night,Late Night
457,00:04:57,0,12,AM,Night,Late Night
458,00:04:58,0,12,AM,Night,Late Night
459,00:04:59,0,12,AM,Night,Late Night
500,00:05:00,0,12,AM,Night,Late Night
501,00:05:01,0,12,AM,Night,Late Night
502,00:05:02,0,12,AM,Night,Late Night
503,00:05:03,0,12,AM,Night,Late Night
504,00:05:04,0,12,AM,Night,Late Night
505,00:05:05,0,12,AM,Night,Late Night
506,00:05:06,0,12,AM,Night,Late Night
507,00:05:07,0,12,AM,Night,Late Night
508,00:05:08,0,12,AM,Night,Late Night
509,00:05:09,0,12,AM,Night,Late Night
510,00:05:10,0,12,AM,Night,Late Night
511,00:05:11,0,12,AM,Night,Late Night
512,00:05:12,0,12,AM,Night,Late Night
513,00:05:13,0,12,AM,Night,Late Night
514,00:05:14,0,12,AM,Night,Late Night
515,00:05:15,0,12,AM,Night,Late Night
516,00:05:16,0,12,AM,Night,Late Night
517,00:05:17,0,12,AM,Night,Late Night
518,00:05:18,0,12,AM,Night,Late Night
519,00:05:19,0,12,AM,Night,Late Night
520,00:05:20,0,12,AM,Night,Late Night
521,00:05:21,0,12,AM,Night,Late Night
522,00:05:22,0,12,AM,Night,Late Night
523,00:05:23,0,12,AM,Night,Late Night
524,00:05:24,0,12,AM,Night,Late Night
525,00:05:25,0,12,AM,Night,Late Night
526,00:05:26,0,12,AM,Night,Late Night
527,00:05:27,0,12,AM,Night,Late Night
528,00:05:28,0,12,AM,Night,Late Night
529,00:05:29,0,12,AM,Night,Late Night
530,00:05:30,0,12,AM,Night,Late Night
531,00:05:31,0,12,AM,Night,Late Night
532,00:05:32,0,12,AM,Night,Late Night
533,00:05:33,0,12,AM,Night,Late Night
534,00:05:34,0,12,AM,Night,Late Night
535,00:05:35,0,12,AM,Night,Late Night
536,00:05:36,0,12,AM,Night,Late Night
537,00:05:37,0,12,AM,Night,Late Night
538,00:05:38,0,12,AM,Night,Late Night
539,00:05:39,0,12,AM,Night,Late Night
540,00:05:40,0,12,AM,Night,Late Night
541,00:05:41,0,12,AM,Night,Late Night
542,00:05:42,0,12,AM,Night,Late Night
543,00:05:43,0,12,AM,Night,Late Night
544,00:05:44,0,12,AM,Night,Late Night
545,00:05:45,0,12,AM,Night,Late Night
546,00:05:46,0,12,AM,Night,Late Night
547,00:05:47,0,12,AM,Night,Late Night
548,00:05:48,0,12,AM,Night,Late Night
549,00:05:49,0,12,AM,Night,Late Night
550,00:05:50,0,12,AM,Night,Late Night
551,00:05:51,0,12,AM,Night,Late Night
552,00:05:52,0,12,AM,Night,Late Night
553,00:05:53,0,12,AM,Night,Late Night
554,00:05:54,0,12,AM,Night,Late Night
555,00:05:55,0,12,AM,Night,Late Night
556,00:05:56,0,12,AM,Night,Late Night
557,00:05:57,0,12,AM,Night,Late Night
558,00:05:58,0,12,AM,Night,Late Night
559,00:05:59,0,12,AM,Night,Late Night
600,00:06:00,0,12,AM,Night,Late Night
601,00:06:01,0,12,AM,Night,Late Night
602,00:06:02,0,12,AM,Night,Late Night
603,00:06:03,0,12,AM,Night,Late Night
604,00:06:04,0,12,AM,Night,Late Night
605,00:06:05,0,12,AM,Night,Late Night
606,00:06:06,0,12,AM,Night,Late Night
607,00:06:07,0,12,AM,Night,Late Night
608,00:06:08,0,12,AM,Night,Late Night
609,00:06:09,0,12,AM,Night,Late Night
610,00:06:10,0,12,AM,Night,Late Night
611,00:06:11,0,12,AM,Night,Late Night
612,00:06:12,0,12,AM,Night,Late Night
613,00:06:13,0,12,AM,Night,Late Night
614,00:06:14,0,12,AM,Night,Late Night
615,00:06:15,0,12,AM,Night,Late Night
616,00:06:16,0,12,AM,Night,Late Night
617,00:06:17,0,12,AM,Night,Late Night
618,00:06:18,0,12,AM,Night,Late Night
619,00:06:19,0,12,AM,Night,Late Night
620,00:06:20,0,12,AM,Night,Late Night
621,00:06:21,0,12,AM,Night,Late Night
622,00:06:22,0,12,AM,Night,Late Night
623,00:06:23,0,12,AM,Night,Late Night
624,00:06:24,0,12,AM,Night,Late Night
625,00:06:25,0,12,AM,Night,Late Night
626,00:06:26,0,12,AM,Night,Late Night
627,00:06:27,0,12,AM,Night,Late Night
628,00:06:28,0,12,AM,Night,Late Night
629,00:06:29,0,12,AM,Night,Late Night
630,00:06:30,0,12,AM,Night,Late Night
631,00:06:31,0,12,AM,Night,Late Night
632,00:06:32,0,12,AM,Night,Late Night
633,00:06:33,0,12,AM,Night,Late Night
634,00:06:34,0,12,AM,Night,Late Night
635,00:06:35,0,12,AM,Night,Late Night
636,00:06:36,0,12,AM,Night,Late Night
637,00:06:37,0,12,AM,Night,Late Night
638,00:06:38,0,12,AM,Night,Late Night
639,00:06:39,0,12,AM,Night,Late Night
640,00:06:40,0,12,AM,Night,Late Night
641,00:06:41,0,12,AM,Night,Late Night
642,00:06:42,0,12,AM,Night,Late Night
643,00:06:43,0,12,AM,Night,Late Night
644,00:06:44,0,12,AM,Night,Late Night
645,00:06:45,0,12,AM,Night,Late Night
646,00:06:46,0,12,AM,Night,Late Night
647,00:06:47,0,12,AM,Night,Late Night
648,00:06:48,0,12,AM,Night,Late Night
649,00:06:49,0,12,AM,Night,Late Night
650,00:06:50,0,12,AM,Night,Late Night
651,00:06:51,0,12,AM,Night,Late Night
652,00:06:52,0,12,AM,Night,Late Night
653,00:06:53,0,12,AM,Night,Late Night
654,00:06:54,0,12,AM,Night,Late Night
655,00:06:55,0,12,AM,Night,Late Night
656,00:06:56,0,12,AM,Night,Late Night
657,00:06:57,0,12,AM,Night,Late Night
658,00:06:58,0,12,AM,Night,Late Night
659,00:06:59,0,12,AM,Night,Late Night
700,00:07:00,0,12,AM,Night,Late Night
701,00:07:01,0,12,AM,Night,Late Night
702,00:07:02,0,12,AM,Night,Late Night
703,00:07:03,0,12,AM,Night,Late Night
704,00:07:04,0,12,AM,Night,Late Night
705,00:07:05,0,12,AM,Night,Late Night
706,00:07:06,0,12,AM,Night,Late Night
707,00:07:07,0,12,AM,Night,Late Night
708,00:07:08,0,12,AM,Night,Late Night
709,00:07:09,0,12,AM,Night,Late Night
710,00:07:10,0,12,AM,Night,Late Night
711,00:07:11,0,12,AM,Night,Late Night
712,00:07:12,0,12,AM,Night,Late Night
713,00:07:13,0,12,AM,Night,Late Night
714,00:07:14,0,12,AM,Night,Late Night
715,00:07:15,0,12,AM,Night,Late Night
716,00:07:16,0,12,AM,Night,Late Night
717,00:07:17,0,12,AM,Night,Late Night
718,00:07:18,0,12,AM,Night,Late Night
719,00:07:19,0,12,AM,Night,Late Night
720,00:07:20,0,12,AM,Night,Late Night
721,00:07:21,0,12,AM,Night,Late Night
722,00:07:22,0,12,AM,Night,Late Night
723,00:07:23,0,12,AM,Night,Late Night
724,00:07:24,0,12,AM,Night,Late Night
725,00:07:25,0,12,AM,Night,Late Night
726,00:07:26,0,12,AM,Night,Late Night
727,00:07:27,0,12,AM,Night,Late Night
728,00:07:28,0,12,AM,Night,Late Night
729,00:07:29,0,12,AM,Night,Late Night
730,00:07:30,0,12,AM,Night,Late Night
731,00:07:31,0,12,AM,Night,Late Night
732,00:07:32,0,12,AM,Night,Late Night
733,00:07:33,0,12,AM,Night,Late Night
734,00:07:34,0,12,AM,Night,Late Night
735,00:07:35,0,12,AM,Night,Late Night
736,00:07:36,0,12,AM,Night,Late Night
737,00:07:37,0,12,AM,Night,Late Night
738,00:07:38,0,12,AM,Night,Late Night
739,00:07:39,0,12,AM,Night,Late Night
740,00:07:40,0,12,AM,Night,Late Night
741,00:07:41,0,12,AM,Night,Late Night
742,00:07:42,0,12,AM,Night,Late Night
743,00:07:43,0,12,AM,Night,Late Night
744,00:07:44,0,12,AM,Night,Late Night
745,00:07:45,0,12,AM,Night,Late Night
746,00:07:46,0,12,AM,Night,Late Night
747,00:07:47,0,12,AM,Night,Late Night
748,00:07:48,0,12,AM,Night,Late Night
749,00:07:49,0,12,AM,Night,Late Night
750,00:07:50,0,12,AM,Night,Late Night
751,00:07:51,0,12,AM,Night,Late Night
752,00:07:52,0,12,AM,Night,Late Night
753,00:07:53,0,12,AM,Night,Late Night
754,00:07:54,0,12,AM,Night,Late Night
755,00:07:55,0,12,AM,Night,Late Night
756,00:07:56,0,12,AM,Night,Late Night
757,00:07:57,0,12,AM,Night,Late Night
758,00:07:58,0,12,AM,Night,Late Night
759,00:07:59,0,12,AM,Night,Late Night
800,00:08:00,0,12,AM,Night,Late Night
801,00:08:01,0,12,AM,Night,Late Night
802,00:08:02,0,12,AM,Night,Late Night
803,00:08:03,0,12,AM,Night,Late Night
804,00:08:04,0,12,AM,Night,Late Night
805,00:08:05,0,12,AM,Night,Late Night
806,00:08:06,0,12,AM,Night,Late Night
807,00:08:07,0,12,AM,Night,Late Night
808,00:08:08,0,12,AM,Night,Late Night
809,00:08:09,0,12,AM,Night,Late Night
810,00:08:10,0,12,AM,Night,Late Night
811,00:08:11,0,12,AM,Night,Late Night
812,00:08:12,0,12,AM,Night,Late Night
813,00:08:13,0,12,AM,Night,Late Night
814,00:08:14,0,12,AM,Night,Late Night
815,00:08:15,0,12,AM,Night,Late Night
816,00:08:16,0,12,AM,Night,Late Night
817,00:08:17,0,12,AM,Night,Late Night
818,00:08:18,0,12,AM,Night,Late Night
819,00:08:19,0,12,AM,Night,Late Night
820,00:08:20,0,12,AM,Night,Late Night
821,00:08:21,0,12,AM,Night,Late Night
822,00:08:22,0,12,AM,Night,Late Night
823,00:08:23,0,12,AM,Night,Late Night
824,00:08:24,0,12,AM,Night,Late Night
825,00:08:25,0,12,AM,Night,Late Night
826,00:08:26,0,12,AM,Night,Late Night
827,00:08:27,0,12,AM,Night,Late Night
828,00:08:28,0,12,AM,Night,Late Night
829,00:08:29,0,12,AM,Night,Late Night
830,00:08:30,0,12,AM,Night,Late Night
831,00:08:31,0,12,AM,Night,Late Night
832,00:08:32,0,12,AM,Night,Late Night
833,00:08:33,0,12,AM,Night,Late Night
834,00:08:34,0,12,AM,Night,Late Night
835,00:08:35,0,12,AM,Night,Late Night
836,00:08:36,0,12,AM,Night,Late Night
837,00:08:37,0,12,AM,Night,Late Night
838,00:08:38,0,12,AM,Night,Late Night
839,00:08:39,0,12,AM,Night,Late Night
840,00:08:40,0,12,AM,Night,Late Night
841,00:08:41,0,12,AM,Night,Late Night
842,00:08:42,0,12,AM,Night,Late Night
843,00:08:43,0,12,AM,Night,Late Night
844,00:08:44,0,12,AM,Night,Late Night
845,00:08:45,0,12,AM,Night,Late Night
846,00:08:46,0,12,AM,Night,Late Night
847,00:08:47,0,12,AM,Night,Late Night
848,00:08:48,0,12,AM,Night,Late Night
849,00:08:49,0,12,AM,Night,Late Night
850,00:08:50,0,12,AM,Night,Late Night
851,00:08:51,0,12,AM,Night,Late Night
852,00:08:52,0,12,AM,Night,Late Night
853,00:08:53,0,12,AM,Night,Late Night
854,00:08:54,0,12,AM,Night,Late Night
855,00:08:55,0,12,AM,Night,Late Night
856,00:08:56,0,12,AM,Night,Late Night
857,00:08:57,0,12,AM,Night,Late Night
858,00:08:58,0,12,AM,Night,Late Night
859,00:08:59,0,12,AM,Night,Late Night
900,00:09:00,0,12,AM,Night,Late Night
901,00:09:01,0,12,AM,Night,Late Night
902,00:09:02,0,12,AM,Night,Late Night
903,00:09:03,0,12,AM,Night,Late Night
904,00:09:04,0,12,AM,Night,Late Night
905,00:09:05,0,12,AM,Night,Late Night
906,00:09:06,0,12,AM,Night,Late Night
907,00:09:07,0,12,AM,Night,Late Night
908,00:09:08,0,12,AM,Night,Late Night
909,00:09:09,0,12,AM,Night,Late Night
910,00:09:10,0,12,AM,Night,Late Night
911,00:09:11,0,12,AM,Night,Late Night
912,00:09:12,0,12,AM,Night,Late Night
913,00:09:13,0,12,AM,Night,Late Night
914,00:09:14,0,12,AM,Night,Late Night
915,00:09:15,0,12,AM,Night,Late Night
916,00:09:16,0,12,AM,Night,Late Night
917,00:09:17,0,12,AM,Night,Late Night
918,00:09:18,0,12,AM,Night,Late Night
919,00:09:19,0,12,AM,Night,Late Night
920,00:09:20,0,12,AM,Night,Late Night
921,00:09:21,0,12,AM,Night,Late Night
922,00:09:22,0,12,AM,Night,Late Night
923,00:09:23,0,12,AM,Night,Late Night
924,00:09:24,0,12,AM,Night,Late Night
925,00:09:25,0,12,AM,Night,Late Night
926,00:09:26,0,12,AM,Night,Late Night
927,00:09:27,0,12,AM,Night,Late Night
928,00:09:28,0,12,AM,Night,Late Night
929,00:09:29,0,12,AM,Night,Late Night
930,00:09:30,0,12,AM,Night,Late Night
931,00:09:31,0,12,AM,Night,Late Night
932,00:09:32,0,12,AM,Night,Late Night
933,00:09:33,0,12,AM,Night,Late Night
934,00:09:34,0,12,AM,Night,Late Night
935,00:09:35,0,12,AM,Night,Late Night
936,00:09:36,0,12,AM,Night,Late Night
937,00:09:37,0,12,AM,Night,Late Night
938,00:09:38,0,12,AM,Night,Late Night
939,00:09:39,0,12,AM,Night,Late Night
940,00:09:40,0,12,AM,Night,Late Night
941,00:09:41,0,12,AM,Night,Late Night
942,00:09:42,0,12,AM,Night,Late Night
943,00:09:43,0,12,AM,Night,Late Night
944,00:09:44,0,12,AM,Night,Late Night
945,00:09:45,0,12,AM,Night,Late Night
946,00:09:46,0,12,AM,Night,Late Night
947,00:09:47,0,12,AM,Night,Late Night
948,00:09:48,0,12,AM,Night,Late Night
949,00:09:49,0,12,AM,Night,Late Night
950,00:09:50,0,12,AM,Night,Late Night
951,00:09:51,0,12,AM,Night,Late Night
952,00:09:52,0,12,AM,Night,Late Night
953,00:09:53,0,12,AM,Night,Late Night
954,00:09:54,0,12,AM,Night,Late Night
955,00:09:55,0,12,AM,Night,Late Night
956,00:09:56,0,12,AM,Night,Late Night
957,00:09:57,0,12,AM,Night,Late Night
958,00:09:58,0,12,AM,Night,Late Night
959,00:09:59,0,12,AM,Night,Late Night
1000,00:10:00,0,12,AM,Night,Late Night
1001,00:10:01,0,12,AM,Night,Late Night
1002,00:10:02,0,12,AM,Night,Late Night
1003,00:10:03,0,12,AM,Night,Late Night
